"site","sampling_event","ppcp","concentration","peri_sampling","month","time","stt","tourist_season"
"SL","june_2","paraxanthine",0.176474134496392,"peri_1","july",1,"decentralized","In Season"
"SL","may_1","paraxanthine",0.941384192905713,NA,"june",1,"decentralized","In Season"
"SL","august_2","paraxanthine",0.916058856351693,"peri_3","september",1,"decentralized","In Season"
"SJ","july_2","paraxanthine",0.127224118057132,"peri_2","august",1,"decentralized","In Season"
"SJ","june_2","paraxanthine",0.387974248427342,"peri_1","july",1,"decentralized","In Season"
"SJ","may_1","paraxanthine",2.38249252911019,NA,"june",1,"decentralized","In Season"
"SJ","august_2","paraxanthine",0.188343966256007,"peri_3","september",1,"decentralized","In Season"
"WB","june_2","paraxanthine",0.216470960096776,"peri_1","july",1,"decentralized","In Season"
"WB","may_1","paraxanthine",0.342938373398082,NA,"june",1,"decentralized","In Season"
"WF","july_2","paraxanthine",0.113377280678338,"peri_2","august",1,"centralized","In Season"
"WF","june_2","paraxanthine",1.28336093000681,"peri_1","july",1,"centralized","In Season"
"WF","may_1","paraxanthine",0.0904872261206417,NA,"june",1,"centralized","In Season"
"WS","july_2","paraxanthine",0.0859100721847322,"peri_2","august",1,"decentralized","In Season"
"WS","june_2","paraxanthine",0.146875100253196,"peri_1","july",1,"decentralized","In Season"
"WS","august_2","paraxanthine",0.140008017425379,"peri_3","september",1,"decentralized","In Season"
"YB","june_2","paraxanthine",0.135531443137882,"peri_1","july",1,"centralized","In Season"
"YB","may_1","paraxanthine",0.123556625118021,NA,"june",1,"centralized","In Season"
"BB","july_2","paraxanthine",0.0919251767331355,"peri_2","july",25,"decentralized","In Season"
"BB","june_1","paraxanthine",0.391313404789801,"peri_1","june",11,"decentralized","In Season"
"BD","june_2","paraxanthine",0.0893785647536112,"peri_1","july",1,"decentralized","In Season"
"BD","july_1","paraxanthine",0.0981925230834222,"peri_2","july",20,"decentralized","In Season"
"BD","july_2","paraxanthine",0.350486687675607,"peri_2","july",27,"decentralized","In Season"
"BD","june_1","paraxanthine",0.093817690077969,"peri_1","june",10,"decentralized","In Season"
"BO","june_1","paraxanthine",0.137632551605243,"peri_1","june",11,"decentralized","In Season"
"BO","september_1","paraxanthine",0.212159771801086,"peri_4","september",15,"decentralized","Out of Season"
"DA","september_1","paraxanthine",0.453085467657127,"peri_4","september",15,"decentralized","Out of Season"
"FI","june_2","paraxanthine",0.161455370049682,"peri_1","july",11,"decentralized","In Season"
"FLBS","july_1","paraxanthine",0.1169697500616,"peri_2","july",18,"centralized","In Season"
"HO","august_2","paraxanthine",0.205828914590849,"peri_3","august",28,"centralized","In Season"
"HO","july_2","paraxanthine",5.65518587938602,"peri_2","july",26,"centralized","In Season"
"LK","july_2","paraxanthine",0.0707824982261905,"peri_2","july",29,"decentralized","In Season"
"LK","august_2","paraxanthine",0.569859334675488,"peri_3","september",1,"decentralized","In Season"
"SL","july_1","paraxanthine",0.275523065929837,"peri_2","july",21,"decentralized","In Season"
"SL","july_2","paraxanthine",0.140360151056132,"peri_2","july",26,"decentralized","In Season"
"SL","june_2","paraxanthine",0.0717718532734628,"peri_1","june",29,"decentralized","In Season"
"SJ","august_2","paraxanthine",0.136628209945503,"peri_3","august",24,"decentralized","In Season"
"SJ","july_1","paraxanthine",1.17234073214769,"peri_2","july",20,"decentralized","In Season"
"SJ","june_1","paraxanthine",0.110463259239462,"peri_1","june",11,"decentralized","In Season"
"WB","july_1","paraxanthine",0.479795354035122,"peri_2","july",20,"decentralized","In Season"
"WB","august_2","paraxanthine",0.0777993373439909,"peri_3","september",1,"decentralized","In Season"
"WF","july_1","paraxanthine",0.561064345801401,"peri_2","july",18,"centralized","In Season"
"WF","september_1","paraxanthine",0.517891830851233,"peri_4","september",15,"centralized","Out of Season"
"BO","august_1","paraxanthine",0.0791797749293135,"peri_3","august",11,"decentralized","In Season"
"BO","may_1","paraxanthine",0.0806712393435019,NA,"may",24,"decentralized","In Season"
"BO","september_1","paraxanthine",0.0767570102895807,"peri_4","september",14,"decentralized","Out of Season"
"DA","august_1","paraxanthine",0.280804286233552,"peri_3","august",14,"decentralized","In Season"
"DA","july_2","paraxanthine",0.377981277025747,"peri_2","july",30,"decentralized","In Season"
"DA","june_2","paraxanthine",0.592727155026734,"peri_1","june",29,"decentralized","In Season"
"DA","may_1","paraxanthine",0.469002906031269,NA,"may",25,"decentralized","In Season"
"DA","august_2","paraxanthine",0.552051128477506,"peri_3","september",1,"decentralized","In Season"
"DU","june_1","paraxanthine",0.279142726757308,"peri_1","june",11,"decentralized","In Season"
"FI","july_1","paraxanthine",0.251552662235472,"peri_2","july",20,"decentralized","In Season"
"FLBS","july_2","paraxanthine",0.0818784438041002,"peri_2","july",27,"centralized","In Season"
"FLBS","september_2","paraxanthine",0.199650541863836,"peri_4","september",29,"centralized","Out of Season"
"LK","august_1","paraxanthine",0.144145173983149,"peri_3","august",21,"decentralized","In Season"
"LK","july_2","paraxanthine",0.0703083932358277,"peri_2","july",30,"decentralized","In Season"
"LK","may_1","paraxanthine",0.127421333725606,NA,"may",25,"decentralized","In Season"
"SL","june_2","paraxanthine",0.32121900906381,"peri_1","july",11,"decentralized","In Season"
"SL","september_1","paraxanthine",0.121760041057082,"peri_4","september",15,"decentralized","Out of Season"
"SJ","july_2","paraxanthine",0.0742806291986846,"peri_2","july",26,"decentralized","In Season"
"SJ","september_1","paraxanthine",0.389971980469686,"peri_4","september",16,"decentralized","Out of Season"
"WB","july_2","paraxanthine",0.0808042903641984,"peri_2","july",26,"decentralized","In Season"
"WB","september_2","paraxanthine",0.124104544127153,"peri_4","september",19,"decentralized","Out of Season"
"WS","august_1","paraxanthine",0.138449454224456,"peri_3","august",20,"decentralized","In Season"
"WS","july_2","paraxanthine",0.128087496575998,"peri_2","july",27,"decentralized","In Season"
"WS","june_2","paraxanthine",0.138660849967347,"peri_1","june",28,"decentralized","In Season"
"YB","june_1","paraxanthine",0.136676178854795,"peri_1","june",11,"centralized","In Season"
"BB","august_2","warfarin",0,"peri_3","september",2,"decentralized","In Season"
"BB","august_2","warfarin",0,"peri_3","september",2,"decentralized","In Season"
"BB","august_2","warfarin",0,"peri_3","september",2,"decentralized","In Season"
"BB","august_2","warfarin",0,"peri_3","september",2,"decentralized","In Season"
"BD","may_1","warfarin",0,NA,"june",2,"decentralized","In Season"
"BD","may_1","warfarin",0,NA,"june",2,"decentralized","In Season"
"BD","may_1","warfarin",0,NA,"june",2,"decentralized","In Season"
"DA","july_2","warfarin",0,"peri_2","august",2,"decentralized","In Season"
"DA","july_2","warfarin",0,"peri_2","august",2,"decentralized","In Season"
"DA","july_2","warfarin",0,"peri_2","august",2,"decentralized","In Season"
"DA","july_2","warfarin",0,"peri_2","august",2,"decentralized","In Season"
"DA","june_2","warfarin",0,"peri_1","july",2,"decentralized","In Season"
"DA","june_2","warfarin",0,"peri_1","july",2,"decentralized","In Season"
"DA","june_2","warfarin",0,"peri_1","july",2,"decentralized","In Season"
"DA","june_2","warfarin",0,"peri_1","july",2,"decentralized","In Season"
"DA","may_1","warfarin",0,NA,"june",2,"decentralized","In Season"
"DA","may_1","warfarin",0,NA,"june",2,"decentralized","In Season"
"DA","may_1","warfarin",0,NA,"june",2,"decentralized","In Season"
"DA","may_1","warfarin",0,NA,"june",2,"decentralized","In Season"
"WS","june_2","warfarin",0,"peri_1","july",2,"decentralized","In Season"
"WS","june_2","warfarin",0,"peri_1","july",2,"decentralized","In Season"
"BB","july_2","warfarin",0.00166566336352479,"peri_2","august",1,"decentralized","In Season"
"BB","july_2","warfarin",0,"peri_2","august",1,"decentralized","In Season"
"BB","june_2","warfarin",0.000962578596064668,"peri_1","july",1,"decentralized","In Season"
"BB","june_2","warfarin",0.000482270023703479,"peri_1","july",1,"decentralized","In Season"
"BB","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"BB","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"BB","may_1","warfarin",0.000148227205646695,NA,"june",1,"decentralized","In Season"
"BB","may_1","warfarin",0.00161156895298222,NA,"june",1,"decentralized","In Season"
"BB","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"BB","august_2","warfarin",4.18705600027691e-05,"peri_3","september",1,"decentralized","In Season"
"BB","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"BD","july_2","warfarin",3.88648751242327e-08,"peri_2","august",1,"decentralized","In Season"
"BD","july_2","warfarin",1.79629530475527e-05,"peri_2","august",1,"decentralized","In Season"
"BD","july_2","warfarin",0.00108168706473287,"peri_2","august",1,"decentralized","In Season"
"BD","july_2","warfarin",0,"peri_2","august",1,"decentralized","In Season"
"BD","june_2","warfarin",0.00293210802225887,"peri_1","july",1,"decentralized","In Season"
"BD","june_2","warfarin",0.0020086126436812,"peri_1","july",1,"decentralized","In Season"
"BD","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"BD","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"BD","may_1","warfarin",0.000268716257403871,NA,"june",1,"decentralized","In Season"
"BD","may_1","warfarin",5.86705176274638e-05,NA,"june",1,"decentralized","In Season"
"BD","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"BD","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"BD","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"BD","august_2","warfarin",0.000690733250233316,"peri_3","september",1,"decentralized","In Season"
"BD","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"BO","july_2","warfarin",5.64739321650422e-05,"peri_2","august",1,"decentralized","In Season"
"BO","july_2","warfarin",0.00123796770610784,"peri_2","august",1,"decentralized","In Season"
"BO","july_2","warfarin",0,"peri_2","august",1,"decentralized","In Season"
"BO","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"BO","june_2","warfarin",0.00203088913374767,"peri_1","july",1,"decentralized","In Season"
"BO","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"BO","may_1","warfarin",1.86032175286378e-05,NA,"june",1,"decentralized","In Season"
"BO","may_1","warfarin",0.00100581323028732,NA,"june",1,"decentralized","In Season"
"BO","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"BO","august_2","warfarin",7.76721975191025e-05,"peri_3","september",1,"decentralized","In Season"
"BO","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"DA","july_2","warfarin",0.000560686162870528,"peri_2","august",1,"decentralized","In Season"
"DA","july_2","warfarin",0,"peri_2","august",1,"decentralized","In Season"
"DA","june_2","warfarin",0.00013527561418329,"peri_1","july",1,"decentralized","In Season"
"DA","june_2","warfarin",9.66761621859309e-06,"peri_1","july",1,"decentralized","In Season"
"DA","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"DA","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"DA","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"DA","june_2","warfarin",0.00216532741224834,"peri_1","july",1,"decentralized","In Season"
"DA","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"DA","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"DA","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"DA","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"DA","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"DA","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"DA","august_2","warfarin",5.85289644719416e-07,"peri_3","september",1,"decentralized","In Season"
"DA","august_2","warfarin",0.000839292799156435,"peri_3","september",1,"decentralized","In Season"
"DA","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"DU","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"DU","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"DU","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"DU","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"DU","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"DU","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"DU","august_2","warfarin",0.000356344178119009,"peri_3","september",1,"decentralized","In Season"
"DU","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"FI","july_2","warfarin",8.34275789104575e-05,"peri_2","august",1,"decentralized","In Season"
"FI","july_2","warfarin",0.0013628718734703,"peri_2","august",1,"decentralized","In Season"
"FI","july_2","warfarin",0,"peri_2","august",1,"decentralized","In Season"
"FI","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"FI","june_2","warfarin",0.00102714079641124,"peri_1","july",1,"decentralized","In Season"
"FI","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"FI","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"FI","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"FI","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"FI","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"FI","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"FI","august_2","warfarin",0.000980520773033232,"peri_3","september",1,"decentralized","In Season"
"FI","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"FLBS","july_2","warfarin",7.45988783998821e-05,"peri_2","august",1,"centralized","In Season"
"FLBS","july_2","warfarin",0.00132399382164351,"peri_2","august",1,"centralized","In Season"
"FLBS","july_2","warfarin",0,"peri_2","august",1,"centralized","In Season"
"FLBS","may_1","warfarin",0,NA,"june",1,"centralized","In Season"
"FLBS","may_1","warfarin",0,NA,"june",1,"centralized","In Season"
"FLBS","may_1","warfarin",0,NA,"june",1,"centralized","In Season"
"FLBS","may_1","warfarin",0,NA,"june",1,"centralized","In Season"
"FLBS","august_2","warfarin",2.42072267262065e-06,"peri_3","september",1,"centralized","In Season"
"FLBS","august_2","warfarin",0.000820165412135859,"peri_3","september",1,"centralized","In Season"
"FLBS","august_2","warfarin",0,"peri_3","september",1,"centralized","In Season"
"HO","july_2","warfarin",0,"peri_2","august",1,"centralized","In Season"
"HO","july_2","warfarin",0,"peri_2","august",1,"centralized","In Season"
"HO","july_2","warfarin",0.000754441017286764,"peri_2","august",1,"centralized","In Season"
"HO","july_2","warfarin",0,"peri_2","august",1,"centralized","In Season"
"HO","june_2","warfarin",0,"peri_1","july",1,"centralized","In Season"
"HO","june_2","warfarin",0,"peri_1","july",1,"centralized","In Season"
"HO","june_2","warfarin",0,"peri_1","july",1,"centralized","In Season"
"HO","june_2","warfarin",0,"peri_1","july",1,"centralized","In Season"
"HO","may_1","warfarin",0.000178776488949053,NA,"june",1,"centralized","In Season"
"HO","may_1","warfarin",2.26415542376682e-05,NA,"june",1,"centralized","In Season"
"HO","may_1","warfarin",0,NA,"june",1,"centralized","In Season"
"HO","may_1","warfarin",0,NA,"june",1,"centralized","In Season"
"HO","august_2","warfarin",0.000205737620107742,"peri_3","september",1,"centralized","In Season"
"HO","august_2","warfarin",3.23564699960784e-05,"peri_3","september",1,"centralized","In Season"
"HO","august_2","warfarin",0,"peri_3","september",1,"centralized","In Season"
"HO","august_2","warfarin",0,"peri_3","september",1,"centralized","In Season"
"LK","july_2","warfarin",0.000108477920738781,"peri_2","august",1,"decentralized","In Season"
"LK","july_2","warfarin",0.0014654120838325,"peri_2","august",1,"decentralized","In Season"
"LK","july_2","warfarin",0,"peri_2","august",1,"decentralized","In Season"
"LK","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"LK","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"LK","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"LK","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"LK","may_1","warfarin",0.000470280340698618,NA,"june",1,"decentralized","In Season"
"LK","may_1","warfarin",0.000163882933447797,NA,"june",1,"decentralized","In Season"
"LK","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"LK","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"LK","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"LK","august_2","warfarin",0.00161078228503258,"peri_3","september",1,"decentralized","In Season"
"LK","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"SL","july_2","warfarin",1.28034843579081e-05,"peri_2","august",1,"decentralized","In Season"
"SL","july_2","warfarin",6.14103174433359e-05,"peri_2","august",1,"decentralized","In Season"
"SL","july_2","warfarin",0.0013537252724718,"peri_2","august",1,"decentralized","In Season"
"SL","july_2","warfarin",0,"peri_2","august",1,"decentralized","In Season"
"SL","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"SL","june_2","warfarin",0.00223590062603894,"peri_1","july",1,"decentralized","In Season"
"SL","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"SL","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"SL","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"SL","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"SL","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"SL","august_2","warfarin",8.86592724248725e-06,"peri_3","september",1,"decentralized","In Season"
"SL","august_2","warfarin",0.000914459525099426,"peri_3","september",1,"decentralized","In Season"
"SL","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"SJ","july_2","warfarin",2.00096078652823e-06,"peri_2","august",1,"decentralized","In Season"
"SJ","july_2","warfarin",3.10121996170394e-05,"peri_2","august",1,"decentralized","In Season"
"SJ","july_2","warfarin",0.00117946724604514,"peri_2","august",1,"decentralized","In Season"
"SJ","july_2","warfarin",0,"peri_2","august",1,"decentralized","In Season"
"SJ","june_2","warfarin",9.62830388578782e-06,"peri_1","july",1,"decentralized","In Season"
"SJ","june_2","warfarin",0.00301880957096758,"peri_1","july",1,"decentralized","In Season"
"SJ","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"SJ","may_1","warfarin",9.87488725080425e-05,NA,"june",1,"decentralized","In Season"
"SJ","may_1","warfarin",2.35010390968416e-06,NA,"june",1,"decentralized","In Season"
"SJ","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"SJ","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"SJ","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"SJ","august_2","warfarin",0.0016159172986814,"peri_3","september",1,"decentralized","In Season"
"SJ","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"WB","july_2","warfarin",0,"peri_2","august",1,"decentralized","In Season"
"WB","july_2","warfarin",0,"peri_2","august",1,"decentralized","In Season"
"WB","july_2","warfarin",0.000425257741647083,"peri_2","august",1,"decentralized","In Season"
"WB","july_2","warfarin",0,"peri_2","august",1,"decentralized","In Season"
"WB","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"WB","june_2","warfarin",0.00180006261005518,"peri_1","july",1,"decentralized","In Season"
"WB","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"WB","may_1","warfarin",0.000454581188279931,NA,"june",1,"decentralized","In Season"
"WB","may_1","warfarin",0.000154890443320722,NA,"june",1,"decentralized","In Season"
"WB","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"WB","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"WB","august_2","warfarin",0.00021286013400221,"peri_3","september",1,"decentralized","In Season"
"WB","august_2","warfarin",3.50972472264366e-05,"peri_3","september",1,"decentralized","In Season"
"WB","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"WB","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"WF","july_2","warfarin",0.000203224962305081,"peri_2","august",1,"centralized","In Season"
"WF","july_2","warfarin",0,"peri_2","august",1,"centralized","In Season"
"WF","june_2","warfarin",0,"peri_1","july",1,"centralized","In Season"
"WF","june_2","warfarin",0,"peri_1","july",1,"centralized","In Season"
"WF","june_2","warfarin",0,"peri_1","july",1,"centralized","In Season"
"WF","june_2","warfarin",0,"peri_1","july",1,"centralized","In Season"
"WF","may_1","warfarin",0,NA,"june",1,"centralized","In Season"
"WF","may_1","warfarin",0,NA,"june",1,"centralized","In Season"
"WF","may_1","warfarin",0,NA,"june",1,"centralized","In Season"
"WF","may_1","warfarin",0,NA,"june",1,"centralized","In Season"
"WF","august_2","warfarin",0,"peri_3","september",1,"centralized","In Season"
"WF","august_2","warfarin",0,"peri_3","september",1,"centralized","In Season"
"WF","august_2","warfarin",0.000455397053632266,"peri_3","september",1,"centralized","In Season"
"WF","august_2","warfarin",0,"peri_3","september",1,"centralized","In Season"
"WS","july_2","warfarin",0,"peri_2","august",1,"decentralized","In Season"
"WS","july_2","warfarin",0.000777966261390989,"peri_2","august",1,"decentralized","In Season"
"WS","july_2","warfarin",0,"peri_2","august",1,"decentralized","In Season"
"WS","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"WS","june_2","warfarin",0.00135228554088358,"peri_1","july",1,"decentralized","In Season"
"WS","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"WS","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"WS","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"WS","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"WS","may_1","warfarin",0,NA,"june",1,"decentralized","In Season"
"WS","august_2","warfarin",9.06118568839798e-05,"peri_3","september",1,"decentralized","In Season"
"WS","august_2","warfarin",0.0013933492486279,"peri_3","september",1,"decentralized","In Season"
"WS","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"YB","july_2","warfarin",1.43428815243958e-06,"peri_2","august",1,"centralized","In Season"
"YB","july_2","warfarin",2.84849443394242e-05,"peri_2","august",1,"centralized","In Season"
"YB","july_2","warfarin",0.00116220671434618,"peri_2","august",1,"centralized","In Season"
"YB","july_2","warfarin",0,"peri_2","august",1,"centralized","In Season"
"YB","june_2","warfarin",6.91891399333104e-05,"peri_1","july",1,"centralized","In Season"
"YB","june_2","warfarin",9.44771413323789e-09,"peri_1","july",1,"centralized","In Season"
"YB","june_2","warfarin",0,"peri_1","july",1,"centralized","In Season"
"YB","june_2","warfarin",0,"peri_1","july",1,"centralized","In Season"
"YB","june_2","warfarin",5.23070583231289e-06,"peri_1","july",1,"centralized","In Season"
"YB","june_2","warfarin",4.2128041270356e-05,"peri_1","july",1,"centralized","In Season"
"YB","june_2","warfarin",0.00124911755246214,"peri_1","july",1,"centralized","In Season"
"YB","june_2","warfarin",0,"peri_1","july",1,"centralized","In Season"
"YB","may_1","warfarin",0,NA,"june",1,"centralized","In Season"
"YB","may_1","warfarin",0,NA,"june",1,"centralized","In Season"
"YB","may_1","warfarin",0,NA,"june",1,"centralized","In Season"
"YB","may_1","warfarin",0,NA,"june",1,"centralized","In Season"
"YB","august_2","warfarin",0,"peri_3","september",1,"centralized","In Season"
"YB","august_2","warfarin",0,"peri_3","september",1,"centralized","In Season"
"YB","august_2","warfarin",0.00073633269063387,"peri_3","september",1,"centralized","In Season"
"YB","august_2","warfarin",0,"peri_3","september",1,"centralized","In Season"
"BB","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"BB","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"BB","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"BB","june_2","warfarin",0,"peri_1","july",1,"decentralized","In Season"
"BB","july_2","warfarin",0,"peri_2","july",25,"decentralized","In Season"
"BB","july_2","warfarin",0.000230075700251973,"peri_2","july",25,"decentralized","In Season"
"BB","july_2","warfarin",0,"peri_2","july",25,"decentralized","In Season"
"BD","august_1","warfarin",0,"peri_3","august",20,"decentralized","In Season"
"BD","august_1","warfarin",0,"peri_3","august",20,"decentralized","In Season"
"BD","august_1","warfarin",0,"peri_3","august",20,"decentralized","In Season"
"BD","august_1","warfarin",0,"peri_3","august",20,"decentralized","In Season"
"BD","july_1","warfarin",0,"peri_2","july",18,"decentralized","In Season"
"BD","july_1","warfarin",0.000110886060545266,"peri_2","july",18,"decentralized","In Season"
"BD","july_1","warfarin",0,"peri_2","july",18,"decentralized","In Season"
"BD","july_2","warfarin",0,"peri_2","july",27,"decentralized","In Season"
"BD","july_2","warfarin",0,"peri_2","july",27,"decentralized","In Season"
"BD","july_2","warfarin",0,"peri_2","july",27,"decentralized","In Season"
"BD","july_2","warfarin",0,"peri_2","july",27,"decentralized","In Season"
"BO","july_1","warfarin",0,"peri_2","july",20,"decentralized","In Season"
"BO","july_1","warfarin",6.13898158476886e-05,"peri_2","july",20,"decentralized","In Season"
"BO","july_1","warfarin",0,"peri_2","july",20,"decentralized","In Season"
"BO","july_2","warfarin",0,"peri_2","july",26,"decentralized","In Season"
"BO","july_2","warfarin",0,"peri_2","july",26,"decentralized","In Season"
"BO","july_2","warfarin",0,"peri_2","july",26,"decentralized","In Season"
"BO","july_2","warfarin",0,"peri_2","july",26,"decentralized","In Season"
"BO","june_2","warfarin",0,"peri_1","june",30,"decentralized","In Season"
"BO","june_2","warfarin",8.21913296044422e-06,"peri_1","june",30,"decentralized","In Season"
"BO","june_2","warfarin",0,"peri_1","june",30,"decentralized","In Season"
"BO","september_1","warfarin",0,"peri_4","september",15,"decentralized","Out of Season"
"BO","september_1","warfarin",0,"peri_4","september",15,"decentralized","Out of Season"
"BO","september_1","warfarin",0,"peri_4","september",15,"decentralized","Out of Season"
"BO","september_1","warfarin",0,"peri_4","september",15,"decentralized","Out of Season"
"DU","september_1","warfarin",0.0187035506218071,"peri_4","september",15,"decentralized","Out of Season"
"DU","september_1","warfarin",0.0200791840215778,"peri_4","september",15,"decentralized","Out of Season"
"DU","september_1","warfarin",0.0301066782629856,"peri_4","september",15,"decentralized","Out of Season"
"DU","september_1","warfarin",0,"peri_4","september",15,"decentralized","Out of Season"
"FI","september_1","warfarin",0,"peri_4","september",15,"decentralized","Out of Season"
"FI","september_1","warfarin",0,"peri_4","september",15,"decentralized","Out of Season"
"FI","september_1","warfarin",0,"peri_4","september",15,"decentralized","Out of Season"
"FLBS","june_2","warfarin",126.030838470274,"peri_1","july",1,"centralized","In Season"
"FLBS","june_2","warfarin",138.984274548419,"peri_1","july",1,"centralized","In Season"
"FLBS","june_2","warfarin",0,"peri_1","july",1,"centralized","In Season"
"FLBS","june_2","warfarin",0,"peri_1","july",1,"centralized","In Season"
"FLBS","july_1","warfarin",0,"peri_2","july",18,"centralized","In Season"
"FLBS","july_1","warfarin",0,"peri_2","july",18,"centralized","In Season"
"FLBS","july_1","warfarin",0,"peri_2","july",18,"centralized","In Season"
"FLBS","july_1","warfarin",0,"peri_2","july",18,"centralized","In Season"
"FLBS","july_1","warfarin",0.00423869727412386,"peri_2","july",18,"centralized","In Season"
"FLBS","july_1","warfarin",0.00310109625121228,"peri_2","july",18,"centralized","In Season"
"FLBS","july_1","warfarin",0,"peri_2","july",18,"centralized","In Season"
"FLBS","july_1","warfarin",0,"peri_2","july",18,"centralized","In Season"
"HO","july_2","warfarin",0,"peri_2","july",26,"centralized","In Season"
"HO","july_2","warfarin",0,"peri_2","july",26,"centralized","In Season"
"HO","july_2","warfarin",0,"peri_2","july",26,"centralized","In Season"
"HO","july_2","warfarin",0,"peri_2","july",26,"centralized","In Season"
"LK","june_1","warfarin",407.661863029105,"peri_1","june",9,"decentralized","In Season"
"LK","june_1","warfarin",431.335533363165,"peri_1","june",9,"decentralized","In Season"
"LK","june_1","warfarin",0,"peri_1","june",9,"decentralized","In Season"
"LK","june_1","warfarin",0,"peri_1","june",9,"decentralized","In Season"
"LK","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"LK","august_2","warfarin",5.33833951072444e-06,"peri_3","september",1,"decentralized","In Season"
"LK","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"LK","september_1","warfarin",0,"peri_4","september",16,"decentralized","Out of Season"
